"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"29",29,"Sablefish",1.614,0.0102,95.9022810299284,0.36,"DDlarv MLDegg ",1.57327189,1.35891122
"30",30,"Sablefish",1.616,0.0097,95.9160575120749,0.32,"DDlarv LSTegg ",1.57327189,1.35891122
"31",31,"Sablefish",1.563,0.0396,95.1478500928639,0.36,"DDlarv LSTlarv ",1.57327189,1.35891122
"32",32,"Sablefish",1.552,0.1048,93.3921305494477,0.56,"DDlarv LSTpjuv ",1.57327189,1.35891122
"33",33,"Sablefish",1.493,0.3034,88.8975916367464,0.6,"DDlarv LSTbjuv ",1.57327189,1.35891122
"34",34,"Sablefish",1.493,0.1952,92.0582180408754,0.4,"CSTegg DDlarv ",1.44196766,1.32561473
"35",35,"Sablefish",1.557,0.178,93.4801056829824,0.32,"CSTyolk DDlarv ",1.30898311,1.51727085
"36",36,"Sablefish",1.673,0.05,94.8753332694451,0.4,"DDpjuv MLDegg ",1.74392565,1.43421252
"37",37,"Sablefish",1.699,0.047,94.9543505065181,0.36,"DDpjuv LSTegg ",1.74392565,1.43421252
"38",38,"Sablefish",1.661,0.0726,94.2742920342511,0.4,"DDpjuv LSTlarv ",1.74392565,1.43421252
"39",39,"Sablefish",1.691,0.0965,93.622752550829,0.44,"DDpjuv LSTpjuv ",1.74392565,1.43421252
"40",40,"Sablefish",1.462,0.3827,87.3844272743559,0.56,"DDpjuv LSTbjuv ",1.74392565,1.43421252
"41",41,"Sablefish",1.572,0.1864,92.1532212998489,0.28,"CSTegg DDpjuv ",1.44196766,1.32561473
"42",42,"Sablefish",1.654,0.1413,93.6107353780362,0.4,"CSTyolk DDpjuv ",1.30898311,1.51727085
"43",43,"Sablefish",1.545,0.041,95.1125410425444,0.4,"LSTlarv MLDegg ",1.32763276,1.17233443
"44",44,"Sablefish",1.537,0.0976,93.768605626172,0.56,"LSTpjuv MLDegg ",1.19005148,1.05893525
"45",45,"Sablefish",1.477,0.302,88.9512546316767,0.6,"LSTbjuv MLDegg ",1.04552781,1.16362404
"46",46,"Sablefish",1.392,0.2468,90.5976136422474,0.36,"CSTegg MLDegg ",1.44196766,1.32561473
"47",47,"Sablefish",1.483,0.1383,93.8797092416527,0.52,"CSTyolk MLDegg ",1.30898311,1.51727085
"48",48,"Sablefish",1.564,0.0906,93.9316136341683,0.44,"LSTegg LSTpjuv ",1.27779859,1.19580117
"49",49,"Sablefish",1.489,0.3085,88.7261616015333,0.6,"LSTbjuv LSTegg ",1.04552781,1.16362404
"50",50,"Sablefish",1.495,0.187,92.3477006384707,0.36,"CSTegg LSTegg ",1.44196766,1.32561473
"51",51,"Sablefish",1.514,0.1411,93.8174765808257,0.48,"CSTyolk LSTegg ",1.30898311,1.51727085
"52",52,"Sablefish",1.619,0.1321,93.3410054685972,0.48,"LSTlarv LSTpjuv ",1.32763276,1.17233443
"53",53,"Sablefish",1.518,0.306,88.7813323399132,0.56,"LSTbjuv LSTlarv ",1.04552781,1.16362404
"54",54,"Sablefish",1.433,0.2531,90.2650296958258,0.48,"CSTegg LSTlarv ",1.44196766,1.32561473
"55",55,"Sablefish",1.491,0.1712,92.8993090424526,0.6,"CSTyolk LSTlarv ",1.30898311,1.51727085
"56",56,"Sablefish",1.574,0.218,90.9398162462664,0.36,"CSTegg LSTpjuv ",1.44196766,1.32561473
"57",57,"Sablefish",1.578,0.2423,91.9281717638668,0.28,"CSTyolk LSTpjuv ",1.30898311,1.51727085
