"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"208",208,"Petrale Sole",0.712,0.3145,21.072389427695,0.823529411764706,"DDpre MLDegg Tpre.a",0.42,0.422
"209",209,"Petrale Sole",0.353,0.6115,12.6919283679634,0.764705882352941,"DDpre LSTegg1 Tpre.a",0.384,0.482
"210",210,"Petrale Sole",0.491,0.327,20.4477272880906,0.647058823529412,"DDpre LSTegg2 Tpre.a",0.42,0.422
"211",211,"Petrale Sole",0.483,0.205,22.1058839878566,0.705882352941177,"CSTegg1 DDpre Tpre.a",0.386,0.509
"212",212,"Petrale Sole",0.305,0.6656,9.26799165992803,0.705882352941177,"CSTegg2 DDpre Tpre.a",0.386,0.509
"213",213,"Petrale Sole",0.499,0.2121,22.8561281203118,0.764705882352941,"CSTlarv DDpre Tpre.a",0.386,0.509
"214",214,"Petrale Sole",0.465,0.2478,22.2729625285897,0.88235294117647,"CSTpjuv DDpre Tpre.a",0.297,0.416
"215",215,"Petrale Sole",0.645,0.1434,23.374594250292,0.764705882352941,"CSTbjuv.a DDpre Tpre.a",0.293,0.402
"216",216,"Petrale Sole",0.594,0.1397,23.4483603377911,0.764705882352941,"CSTbjuv.b DDpre Tpre.a",0.295,0.382
"217",217,"Petrale Sole",0.486,0.4956,16.7954434095109,0.647058823529412,"DDegg1 DDpre LSTegg2",0.42,0.422
